longitude,latitude,year,month,day,hour,minute,second,magnitude,depth
35.8079,40.5557,1985,6,10,12,2,27.0,4.6,10.0
39.5747,39.7677,1985,6,10,21,41,43.0,4.7,33.0
39.796,39.964,1985,8,12,2,54,43.0,5.1,11.6
34.5928,40.849,1985,9,3,8,47,41.0,4.1,10.0
40.195,40.2401,1985,9,5,9,14,39.0,4.1,3.0
29.112,40.7249,1985,9,14,15,23,9.0,4.9,7.6
29.244,40.178,1985,10,3,20,11,36.28,3.9,5.2
27.2636,40.1958,1985,12,19,14,34,57.0,4.6,10.0
40.1173,39.6705,1986,3,12,11,39,17.0,4.6,10.0
27.5684,40.7203,1986,5,15,18,13,56.0,4.8,10.0
28.3459,40.8907,1986,6,27,18,33,37.0,4.3,5.0
27.3151,40.2494,1986,9,12,10,34,50.0,4.6,5.0
28.993,40.8005,1986,10,26,4,49,30.0,5.0,10.0
25.2337,40.2726,1986,11,3,18,44,3.1,4.5,8.0
38.5546,39.5839,1986,12,19,16,11,18.0,4.6,11.0
27.348,40.747,1987,3,23,0,24,29.08,3.8,10.0
25.9719,40.4475,1987,4,24,16,34,30.41,4.5,5.0
40.087,39.939,1987,5,14,22,24,6.0,5.0,43.7
29.2403,40.4566,1987,9,3,16,24,53.0,4.1,7.5
29.181,40.425,1987,9,4,20,15,35.03,3.7,20.0
28.4575,40.4182,1987,10,27,3,15,31.0,4.6,17.7
28.11,40.9,1988,4,24,20,49,35.1,5.31,19.0
25.8542,40.2772,1988,5,30,16,47,1.41,4.7,9.0
34.7712,40.6476,1988,5,31,21,6,43.0,4.3,10.0
40.104,39.5478,1988,10,3,15,49,2.0,4.4,10.0
27.42,40.717,1988,12,5,4,28,27.4,3.8,5.0
29.1492,40.4259,1989,1,27,9,48,36.0,4.3,11.0
30.525,40.884,1989,4,5,12,47,31.12,4.0,10.0
40.21,39.58,1989,5,20,20,44,0.5,5.42,24.0
25.16,40.2,1989,9,5,6,52,30.0,5.43,10.0
26.367,40.481,1989,10,5,0,18,53.34,4.0,10.0
27.509,40.77,1989,12,1,8,42,39.8,3.7,25.0
27.197,40.537,1989,12,4,11,24,40.07,3.8,12.2
27.498,40.771,1990,2,16,22,16,45.95,3.7,10.0
40.047,39.996,1990,4,20,23,30,8.0,5.4,39.9
39.347,40.2459,1990,4,22,0,49,14.0,4.1,10.0
38.365,39.656,1990,5,3,21,5,22.0,4.8,41.9
27.556,40.786,1990,11,30,16,21,14.18,3.7,9.8
28.56,40.69,1991,1,7,5,15,14.0,4.2,8.0
28.82,40.8,1991,2,12,9,54,59.0,5.1,10.0
28.844,40.788,1991,2,12,9,55,1.0,5.0,14.5
29.078,40.637,1991,3,3,8,39,27.0,4.8,9.1
29.109,40.634,1991,3,3,14,38,22.17,4.1,10.0
27.9093,40.8504,1991,3,8,9,23,13.0,4.7,11.0
26.042,40.48,1991,4,24,10,27,23.24,3.9,0.0
26.419,40.5299,1991,5,28,18,26,49.0,4.3,8.3
26.175,40.471,1991,6,12,5,4,46.04,3.9,12.9
25.6466,40.2021,1991,10,12,16,32,37.53,4.9,8.0
27.513,40.76,1991,12,3,21,52,56.53,3.6,4.3
27.318,40.734,1991,12,5,2,0,31.6,3.6,14.4
35.949,40.559,1992,2,12,15,59,48.0,5.1,5.6
39.57,39.71,1992,3,13,17,18,40.1,6.68,28.0
39.46,39.87,1992,3,13,18,37,57.0,4.8,34.0
39.455,39.879,1992,3,13,18,38,0.0,4.9,46.5
39.722,39.618,1992,3,14,1,24,33.0,4.8,7.0
39.88,39.53,1992,3,15,16,16,24.5,5.89,21.0
39.871,39.623,1992,3,21,23,15,51.0,4.8,7.0
39.819,39.3627,1992,3,22,10,33,44.0,4.1,12.9
39.6291,39.4332,1992,3,29,9,26,20.0,4.3,10.0
39.9234,39.4377,1992,4,2,12,26,13.0,4.1,10.0
27.9314,40.7961,1992,4,5,0,48,2.0,4.1,5.6
39.713,39.556,1992,4,19,10,14,36.0,4.6,4.7
39.81,39.55,1992,4,20,18,5,0.0,4.7,19.0
39.822,39.558,1992,4,20,18,5,0.0,4.8,6.5
39.772,39.533,1992,4,22,3,3,50.0,4.7,4.7
39.7656,39.675,1992,4,28,7,16,29.0,4.4,10.0
35.9081,40.8341,1992,5,12,23,38,49.0,4.6,18.1
39.7807,39.6168,1992,9,10,1,7,49.0,4.3,33.0
30.105,40.454,1992,9,21,3,44,52.27,3.9,14.0
28.7635,40.7843,1993,1,23,15,32,45.0,4.6,6.3
28.046,40.436,1993,3,18,1,36,16.95,3.8,10.0
28.0061,40.3995,1993,3,18,7,19,39.0,4.3,9.8
27.9811,40.4552,1993,3,18,7,22,45.0,4.6,9.5
28.004,40.4271,1993,3,18,7,51,38.0,4.6,8.5
28.0711,40.4701,1993,5,25,15,36,16.0,4.6,11.5
35.9797,40.919,1993,6,3,7,46,47.0,4.4,10.0
35.8796,40.5764,1993,6,12,8,58,27.0,4.6,10.0
38.419,39.629,1993,6,14,19,59,46.0,5.1,38.7
40.4301,39.4202,1993,6,21,0,32,54.0,4.3,10.0
28.068,40.422,1993,7,5,16,29,39.03,3.6,7.6
26.912,40.239,1993,7,14,3,58,34.23,3.7,7.6
40.1554,39.5233,1993,7,22,1,54,57.0,4.7,10.6
27.2555,40.1918,1993,9,2,21,3,41.0,4.9,9.1
35.24,40.28,1993,9,13,1,53,0.0,4.4,10.0
29.796,40.75,1993,12,8,12,12,41.29,3.7,13.3
27.4859,40.7778,1994,1,22,7,48,45.0,4.5,10.7
27.327,40.7309,1994,1,26,3,21,38.0,4.5,10.0
27.8427,40.7987,1994,2,8,21,25,52.99,5.0,11.0
29.3188,40.2039,1994,2,21,4,36,21.0,4.1,2.4
40.52,40.0,1994,2,24,22,32,26.0,4.1,10.0
25.261,40.2496,1994,3,10,15,41,44.88,4.6,12.0
28.856,40.397,1994,3,14,17,33,20.75,3.7,12.9
28.013,40.776,1994,3,27,4,46,23.72,3.7,10.0
29.9607,40.3946,1994,3,28,16,59,1.0,4.1,17.3
30.591,40.569,1994,5,17,12,38,50.29,3.7,5.0
29.878,40.6889,1994,5,28,18,1,19.0,4.1,9.8
29.892,40.645,1994,6,12,11,1,44.24,3.7,0.0
30.361,40.734,1994,6,16,7,49,1.5,3.7,5.5
27.3396,40.5711,1994,6,20,1,36,16.0,4.3,11.6
30.089,40.678,1994,6,22,19,6,21.72,3.8,0.0
28.184,40.824,1994,7,14,21,17,52.34,3.5,0.0
27.406,40.795,1994,7,16,3,9,15.81,3.9,11.8
29.859,40.731,1994,8,3,17,6,26.21,3.7,5.0
29.679,40.711,1994,8,12,16,15,36.66,3.9,1.0
25.7811,40.3961,1994,8,19,9,2,14.4,4.5,10.0
25.7587,40.4253,1994,9,6,7,25,51.43,4.5,13.0
26.12,40.29,1994,9,9,3,1,29.6,3.7,17.7
27.62,40.686,1994,9,19,15,16,14.25,3.7,7.0
40.715,39.4101,1994,10,29,23,52,57.0,4.4,1.3
26.088,40.588,1994,11,2,10,7,56.43,3.5,37.0
26.087,40.59,1994,11,2,13,10,43.13,3.6,20.0
27.077,40.69,1995,1,22,22,28,10.31,3.7,9.0
40.72,40.16,1995,1,29,4,16,59.4,5.22,33.0
40.648,39.762,1995,1,29,4,17,0.0,5.2,49.6
40.66,40.13,1995,1,29,6,42,45.0,4.1,10.0
40.65,40.1,1995,1,29,13,37,6.0,4.3,10.0
27.7735,40.8032,1995,2,8,21,24,52.0,4.6,10.0
39.91,39.35,1995,3,17,5,31,8.0,4.3,10.0
25.6,40.58,1995,3,18,21,8,22.79,3.73,20.0
27.74,40.85,1995,4,13,4,8,3.0,5.0,22.6
25.18,40.2,1995,4,14,11,3,54.68,3.55,38.0
27.7453,40.8648,1995,4,18,5,36,4.0,4.9,22.3
25.86,40.34,1995,6,2,0,26,44.35,3.64,9.0
25.81,40.43,1995,6,2,0,27,28.02,3.91,11.0
25.65,40.55,1995,6,9,19,9,16.02,3.82,16.0
39.85,39.9,1995,6,18,21,42,22.0,4.3,9.0
41.1147,39.3254,1995,7,3,0,35,16.0,4.1,33.0
29.3264,40.4849,1995,7,7,18,15,57.0,4.3,8.7
25.56,40.72,1995,7,10,22,26,18.94,3.64,18.0
30.707,40.699,1995,7,15,2,50,32.68,3.7,10.0
27.33,40.52,1995,7,27,13,0,30.13,3.82,40.0
36.8651,39.4357,1995,7,31,3,26,36.0,4.1,21.6
29.6105,40.2287,1995,8,19,19,57,13.0,4.4,16.1
39.7,39.55,1995,10,26,20,15,23.0,4.3,10.0
27.9717,40.8354,1995,10,28,10,45,1.0,4.1,24.8
25.133,40.234,1995,11,27,19,30,30.12,4.27,13.0
39.79,39.58,1995,12,5,18,49,33.8,5.8,29.3
40.1,39.55,1995,12,6,7,49,48.0,4.4,11.0
25.96,40.42,1995,12,8,4,53,37.6,3.82,10.0
40.2,39.4,1995,12,11,7,0,34.0,4.3,10.0
27.141,40.48,1996,1,4,18,23,59.39,3.8,18.0
25.136,40.249,1996,1,6,23,40,41.95,3.55,8.0
25.886,40.394,1996,1,7,15,37,54.94,3.73,10.0
30.019,40.724,1996,2,14,1,35,49.51,3.7,7.1
35.424,40.651,1996,3,17,14,12,57.0,4.4,7.9
40.12,39.81,1996,3,21,11,18,4.0,4.3,10.0
29.574,40.252,1996,3,21,13,2,21.0,4.1,15.0
25.824,40.268,1996,3,22,15,28,30.89,4.27,9.0
25.909,40.333,1996,3,23,11,59,21.37,3.91,26.0
29.35,40.211,1996,3,25,11,31,38.16,3.7,47.1
27.401,40.556,1996,3,27,22,21,2.2,4.0,4.0
27.055,40.196,1996,4,12,7,20,56.24,3.6,12.0
27.4739,40.7867,1996,4,14,8,31,7.0,4.1,19.9
29.968,40.646,1996,4,23,2,3,43.54,3.7,0.0
41.0929,39.5601,1996,5,4,8,19,43.0,4.3,40.9
37.7,39.44,1996,6,6,15,33,30.0,4.3,39.0
40.51,39.92,1996,7,25,18,25,30.0,4.3,10.0
36.24,40.85,1996,7,29,22,4,27.0,4.3,5.0
35.34,40.75,1996,8,14,1,55,2.5,5.74,10.0
35.3506,40.7912,1996,8,14,2,25,58.0,4.7,6.0
35.37,40.8,1996,8,14,2,59,41.1,5.67,10.0
35.202,40.345,1996,8,14,3,1,6.0,5.3,16.4
35.4,40.8,1996,8,14,10,32,57.0,4.3,10.0
35.3,40.8,1996,8,14,11,24,58.0,4.3,10.0
35.3,40.85,1996,8,14,12,4,8.0,4.1,10.0
35.3,40.7,1996,8,14,12,41,54.0,4.3,5.0
35.01,41.09,1996,8,14,19,47,48.0,4.3,21.0
35.37,40.66,1996,8,19,4,47,14.0,4.3,8.0
35.37,40.74,1996,8,20,3,32,16.0,4.1,10.0
35.34,40.75,1996,8,20,23,25,32.0,4.1,5.0
35.41,40.82,1996,8,21,2,17,58.0,4.3,24.0
25.934,40.348,1996,8,21,18,12,31.09,3.55,15.0
35.4,41.0,1996,8,25,3,54,43.0,4.3,5.0
35.2844,40.7428,1996,8,25,13,58,40.0,4.1,5.0
35.2669,40.6694,1996,8,27,17,1,42.0,4.1,10.0
30.124,40.765,1996,8,28,0,4,36.92,3.7,14.9
27.751,40.226,1996,9,4,9,42,45.61,4.09,24.0
35.3204,40.7624,1996,9,9,6,5,15.0,4.1,5.0
35.34,40.8,1996,9,11,14,33,44.0,4.3,10.0
35.4,40.79,1996,9,25,1,52,49.0,4.3,28.0
29.496,40.337,1996,10,31,13,53,7.99,4.09,5.0
35.2929,40.7691,1996,11,22,11,59,52.0,4.3,9.4
25.319,40.201,1996,11,24,22,4,22.99,3.55,11.0
37.2232,40.4762,1996,12,1,16,33,51.0,4.5,25.2
35.29,40.72,1996,12,7,23,13,46.0,4.3,12.0
30.344,40.69,1997,1,5,19,35,21.86,3.7,12.1
25.789,40.416,1997,1,16,23,34,56.54,3.55,8.0
25.744,40.295,1997,2,9,7,57,0.6,3.73,15.0
27.209,40.361,1997,2,9,15,59,20.83,3.6,10.0
25.751,40.331,1997,2,24,6,8,39.45,3.64,13.0
35.407,40.753,1997,2,28,0,3,54.0,5.0,8.9
40.054,39.914,1997,3,13,2,59,42.0,4.3,10.0
30.021,40.73,1997,3,29,21,20,57.74,3.7,0.0
28.175,40.261,1997,4,4,10,3,53.04,4.09,10.0
26.098,40.254,1997,5,23,10,23,38.15,3.82,10.0
25.93,40.417,1997,6,12,8,19,47.61,3.64,3.0
25.995,40.349,1997,6,23,18,40,28.98,3.91,5.0
25.472,40.495,1997,7,16,23,5,50.27,3.64,2.0
25.718,40.342,1997,8,20,22,48,31.11,3.73,10.0
30.4301,40.7143,1997,10,21,10,49,34.0,4.4,11.5
30.093,40.735,1997,10,24,0,11,13.44,3.9,4.7
26.39,40.45,1997,10,25,0,38,42.0,4.4,10.0
27.765,40.843,1997,11,4,1,1,33.95,3.9,13.0
26.238,40.51,1997,11,11,3,32,23.66,3.91,23.0
35.2596,40.7761,1998,1,12,19,46,21.0,4.4,4.1
26.0935,40.4171,1998,1,19,3,37,1.0,4.5,11.7
39.9312,39.3272,1998,2,24,10,20,47.0,4.4,10.0
27.531,40.188,1998,2,27,19,16,28.74,4.0,7.0
25.743,40.422,1998,3,20,13,4,55.25,3.64,10.0
25.458,40.243,1998,6,14,6,15,50.23,3.73,18.0
25.886,40.475,1998,6,18,3,29,52.81,3.73,1.0
27.591,40.612,1998,7,5,11,12,46.89,3.5,10.0
27.3965,40.7165,1998,7,19,16,27,4.0,4.6,3.6
26.013,40.406,1998,8,15,2,5,15.01,4.0,21.0
25.759,40.487,1998,9,15,12,42,52.3,3.91,7.0
28.8815,40.1997,1998,9,25,16,20,9.0,4.1,10.0
29.083,40.348,1998,10,5,0,26,44.91,3.5,20.0
31.754,41.008,1998,10,22,23,47,20.05,4.1,9.4
29.938,40.693,1998,11,11,11,33,55.06,3.8,14.5
25.224,40.22,1998,11,20,4,43,24.72,3.82,16.0
25.2,40.27,1998,12,3,12,12,33.98,3.55,11.0
40.07,39.4,1998,12,20,13,48,43.0,4.3,10.0
29.949,40.671,1999,1,1,16,21,33.48,3.5,15.0
27.389,40.543,1999,2,2,16,24,18.52,3.91,11.0
26.279,40.208,1999,2,3,12,40,53.52,3.82,15.0
25.928,40.451,1999,2,28,1,29,48.54,3.55,18.0
26.11,40.359,1999,2,28,3,14,15.34,4.09,20.0
25.845,40.446,1999,2,28,7,5,9.35,4.0,11.0
26.2,40.298,1999,3,5,22,58,21.29,4.09,10.0
33.063,40.627,1999,3,22,1,44,50.0,4.4,9.0
25.306,40.183,1999,3,24,9,33,46.73,3.82,20.0
35.27,40.74,1999,4,5,7,57,36.0,4.3,10.0
38.31,39.4,1999,4,6,0,8,22.9,5.39,10.0
27.329,40.187,1999,4,8,10,12,55.0,4.5,2.9
26.287,40.236,1999,4,8,20,32,40.66,3.91,10.0
36.795,39.527,1999,6,11,5,25,18.0,4.8,4.4
36.562,39.465,1999,6,11,5,26,4.0,4.5,22.7
36.748,39.489,1999,6,11,5,44,14.0,4.4,10.0
33.875,40.907,1999,6,16,14,50,57.0,4.3,10.0
33.006,40.725,1999,7,3,0,39,28.0,4.1,16.8
33.03,40.65,1999,7,10,0,45,46.0,4.3,10.0
25.819,40.446,1999,7,13,23,36,27.0,3.73,10.0
25.689,40.529,1999,7,14,0,15,35.47,3.64,10.0
32.877,40.777,1999,7,16,16,6,48.0,4.3,45.7
39.61,39.94,1999,7,31,23,27,25.0,4.3,10.0
30.0,40.7,1999,8,17,0,1,0.0,7.4,27.0
30.666,40.707,1999,8,17,0,15,24.0,4.7,56.0
29.911,40.711,1999,8,17,0,16,28.0,5.2,10.0
30.346,40.664,1999,8,17,0,21,6.0,4.7,10.0
30.535,40.703,1999,8,17,0,44,24.0,4.4,22.3
30.389,40.624,1999,8,17,0,47,2.0,4.3,10.0
30.458,40.457,1999,8,17,0,52,59.05,3.8,7.0
29.717,40.721,1999,8,17,0,57,44.0,4.3,20.0
30.021,40.798,1999,8,17,1,7,54.0,4.8,10.0
30.864,40.805,1999,8,17,1,22,18.26,4.0,15.0
29.027,40.714,1999,8,17,1,31,56.0,4.5,1.2
29.201,40.785,1999,8,17,1,33,8.0,4.9,10.0
30.272,40.363,1999,8,17,1,36,38.0,4.1,10.0
29.32,40.8,1999,8,17,1,47,4.0,4.1,12.0
29.067,40.571,1999,8,17,1,48,49.0,4.1,8.6
30.914,40.776,1999,8,17,1,58,7.0,4.1,10.0
30.156,40.829,1999,8,17,2,16,25.48,4.1,9.8
29.42,40.526,1999,8,17,2,23,12.0,4.5,19.6
30.749,40.764,1999,8,17,2,26,15.0,4.4,10.0
30.619,40.622,1999,8,17,2,34,53.0,4.6,3.7
30.614,40.649,1999,8,17,2,42,57.0,5.1,10.0
30.108,40.837,1999,8,17,2,50,48.0,5.1,10.0
30.815,40.687,1999,8,17,3,8,17.0,4.4,30.1
30.684,40.711,1999,8,17,3,14,2.0,5.1,10.0
30.255,40.744,1999,8,17,3,23,14.0,4.4,2.2
30.31,40.722,1999,8,17,3,43,7.0,4.4,10.0
30.701,40.751,1999,8,17,3,47,54.0,4.1,26.7
29.154,40.755,1999,8,17,4,14,23.0,4.5,10.0
30.407,40.741,1999,8,17,4,17,32.76,4.0,11.0
30.451,40.673,1999,8,17,4,20,19.0,4.8,10.0
30.648,40.835,1999,8,17,4,33,24.8,4.1,18.0
30.261,40.752,1999,8,17,4,39,59.0,4.5,14.4
30.797,40.906,1999,8,17,4,44,17.0,4.4,11.2
30.23,40.778,1999,8,17,5,10,10.0,4.9,10.0
30.378,40.884,1999,8,17,5,29,12.82,3.8,10.0
30.023,40.744,1999,8,17,5,45,22.0,4.5,7.0
29.05,40.78,1999,8,17,5,54,42.0,4.3,5.0
30.634,40.906,1999,8,17,5,58,31.08,4.1,22.6
29.91,40.774,1999,8,17,6,1,33.0,4.3,11.4
30.761,40.68,1999,8,17,6,6,20.68,4.2,6.0
30.486,40.693,1999,8,17,6,35,2.0,4.3,12.3
30.66,40.72,1999,8,17,6,35,20.0,4.4,10.0
29.725,40.739,1999,8,17,7,17,11.08,3.7,6.0
30.596,40.732,1999,8,17,7,21,2.0,4.3,3.3
30.726,40.724,1999,8,17,8,9,19.0,4.4,10.0
30.59,40.869,1999,8,17,8,11,25.0,4.1,46.1
31.175,40.787,1999,8,17,9,2,12.0,4.8,10.0
30.067,40.722,1999,8,17,9,31,55.0,4.4,7.0
30.506,40.877,1999,8,17,9,55,12.59,3.9,32.0
29.611,40.762,1999,8,17,9,57,38.36,3.6,0.0
30.045,40.824,1999,8,17,10,1,42.37,4.0,14.0
29.698,40.766,1999,8,17,10,46,43.01,4.3,15.0
30.389,40.696,1999,8,17,11,12,4.39,4.0,2.5
30.934,40.79,1999,8,17,11,35,11.0,3.7,4.0
30.3,40.717,1999,8,17,11,36,46.0,4.1,20.6
30.51,40.633,1999,8,17,11,58,10.0,4.6,10.0
29.639,40.751,1999,8,17,13,10,25.6,4.0,5.1
28.7,40.42,1999,8,17,14,31,11.0,4.1,8.0
29.322,40.708,1999,8,17,14,32,8.71,3.9,10.4
30.303,40.727,1999,8,17,14,35,6.05,4.1,10.0
29.79,40.768,1999,8,17,15,17,53.0,4.3,11.9
30.921,40.808,1999,8,17,16,33,38.54,3.6,21.0
30.712,40.834,1999,8,17,16,41,18.94,3.8,19.0
30.247,40.788,1999,8,17,17,9,15.0,4.4,10.0
30.221,40.803,1999,8,17,17,15,42.91,3.8,10.2
30.175,40.831,1999,8,17,17,28,46.43,3.8,4.0
30.268,40.812,1999,8,17,18,14,42.4,4.0,12.9
28.72,40.43,1999,8,17,18,35,22.0,4.3,7.0
30.82,40.841,1999,8,17,18,52,33.9,3.8,8.0
29.27,40.74,1999,8,17,20,30,41.0,4.3,15.0
30.68,40.71,1999,8,17,21,14,14.0,4.3,8.0
30.007,40.821,1999,8,17,21,47,40.0,4.3,12.9
30.607,40.77,1999,8,17,22,12,48.0,4.1,7.1
30.729,40.742,1999,8,18,0,10,37.15,3.8,15.0
30.72,40.705,1999,8,18,1,4,26.0,4.4,7.2
30.649,40.798,1999,8,18,4,6,39.02,3.7,3.0
30.561,40.66,1999,8,18,5,59,43.74,4.0,11.0
29.282,40.726,1999,8,18,6,6,28.95,4.0,10.0
30.319,40.726,1999,8,18,10,21,23.7,3.6,5.0
30.59,40.82,1999,8,18,11,30,44.91,3.9,21.6
29.791,40.487,1999,8,18,12,49,46.26,3.5,3.3
30.635,40.717,1999,8,18,14,27,8.13,3.9,15.0
30.069,40.797,1999,8,18,15,34,17.0,4.1,7.6
30.447,40.549,1999,8,18,15,50,19.04,3.9,7.0
30.63,40.768,1999,8,18,21,15,54.0,4.4,1.9
30.676,40.705,1999,8,18,23,17,59.05,4.0,26.0
31.033,40.767,1999,8,19,1,52,20.0,4.6,28.0
29.973,40.731,1999,8,19,3,18,37.24,3.7,11.7
30.288,40.806,1999,8,19,11,44,27.38,3.7,6.4
30.715,40.668,1999,8,19,13,4,14.0,4.9,10.0
29.194,40.6,1999,8,19,14,16,0.0,4.7,8.8
29.021,40.611,1999,8,19,14,24,34.0,4.3,5.1
29.485,40.735,1999,8,19,14,30,6.2,4.4,4.0
29.06,40.577,1999,8,19,14,47,55.44,4.1,10.0
29.14,40.62,1999,8,19,15,17,45.0,5.16,10.0
29.098,40.619,1999,8,19,15,26,21.0,4.3,4.0
30.012,40.766,1999,8,19,18,1,26.41,3.7,10.0
30.55,40.73,1999,8,19,18,34,56.0,4.3,5.3
29.074,40.624,1999,8,19,21,49,50.73,3.6,15.0
30.486,40.693,1999,8,19,23,32,12.33,3.7,11.0
29.846,40.766,1999,8,20,0,3,2.0,4.5,9.5
29.077,40.573,1999,8,20,2,55,26.38,3.7,25.0
29.193,40.605,1999,8,20,9,28,57.0,4.7,8.8
29.802,40.738,1999,8,20,9,48,38.0,4.1,12.5
29.046,40.567,1999,8,20,9,56,31.43,3.7,10.0
30.599,40.653,1999,8,20,10,0,20.0,4.5,25.8
29.051,40.597,1999,8,20,10,22,42.7,3.7,5.0
30.783,40.832,1999,8,20,15,59,2.0,4.5,7.8
29.074,40.61,1999,8,20,20,12,42.49,4.2,10.0
30.447,40.715,1999,8,21,19,21,24.0,4.1,1.1
29.075,40.609,1999,8,22,1,47,30.0,4.3,23.9
29.996,40.769,1999,8,22,10,9,48.98,3.7,8.0
30.716,40.607,1999,8,22,14,31,3.0,4.8,25.8
30.066,40.611,1999,8,22,17,22,58.13,4.0,10.0
30.485,40.715,1999,8,23,18,7,41.16,3.8,16.8
28.17,40.559,1999,8,23,20,2,1.66,3.8,26.0
30.562,40.781,1999,8,23,20,35,26.0,4.3,5.3
30.607,40.694,1999,8,23,21,44,30.39,4.0,9.4
25.921,40.246,1999,8,24,12,29,33.87,3.55,12.0
30.023,40.749,1999,8,24,18,58,58.0,4.4,9.0
30.53,40.816,1999,8,26,10,9,33.47,3.7,10.0
30.407,40.724,1999,8,26,17,35,6.34,3.8,10.0
30.003,40.769,1999,8,26,17,49,39.0,5.0,12.2
30.449,40.709,1999,8,26,20,17,33.68,4.1,1.0
25.964,40.224,1999,8,27,8,37,5.02,4.0,15.0
25.866,40.28,1999,8,27,8,50,36.06,3.73,10.0
29.125,40.631,1999,8,28,5,23,22.76,3.7,11.5
30.058,40.778,1999,8,28,8,27,45.25,3.8,25.7
29.108,40.62,1999,8,28,10,20,5.79,3.7,8.8
25.402,40.211,1999,8,28,18,4,26.08,3.64,5.0
31.093,40.77,1999,8,29,10,15,4.0,4.7,10.0
31.055,40.807,1999,8,29,10,23,23.11,3.7,6.4
29.002,40.599,1999,8,29,20,16,25.86,3.7,37.3
30.56,40.671,1999,8,30,3,52,52.8,3.8,23.0
29.95,40.71,1999,8,31,8,10,49.5,5.18,10.0
29.908,40.697,1999,8,31,8,33,25.0,4.8,10.0
29.077,40.613,1999,8,31,22,28,34.0,4.6,4.5
30.604,40.603,1999,9,2,14,25,20.0,4.3,14.0
29.698,40.736,1999,9,2,16,29,34.25,3.7,10.0
29.187,40.671,1999,9,4,1,2,2.48,3.7,10.0
29.935,40.7,1999,9,4,10,30,53.0,4.1,10.4
30.048,40.801,1999,9,4,16,47,1.9,3.7,17.0
30.29,40.72,1999,9,4,18,27,44.0,4.3,10.0
30.583,40.664,1999,9,5,15,1,43.12,3.7,9.0
30.567,40.641,1999,9,5,19,52,48.0,4.1,10.2
29.746,40.788,1999,9,6,6,33,27.0,4.1,17.2
31.01,40.79,1999,9,6,7,0,1.0,4.2,7.0
30.922,40.645,1999,9,6,9,59,52.68,4.2,27.0
30.097,40.74,1999,9,6,18,53,58.42,3.8,10.6
31.11,40.77,1999,9,6,19,44,30.0,4.3,10.0
30.721,40.827,1999,9,8,13,10,42.73,3.7,5.0
29.14,40.71,1999,9,9,1,32,8.0,4.1,11.0
25.813,40.255,1999,9,9,8,11,58.18,4.6,11.0
25.795,40.268,1999,9,9,8,15,34.53,5.0,0.0
30.556,40.708,1999,9,9,18,58,30.38,3.7,15.6
25.995,40.211,1999,9,9,20,46,42.16,3.64,5.0
30.05,40.71,1999,9,13,11,55,28.2,5.82,13.0
25.274,40.182,1999,9,15,11,0,21.89,3.64,16.0
30.975,40.781,1999,9,15,20,19,34.45,3.7,2.0
30.271,40.494,1999,9,16,17,58,45.15,3.6,10.0
30.722,40.652,1999,9,16,18,36,25.52,3.7,14.5
26.025,40.202,1999,9,17,9,20,4.44,3.73,16.0
30.134,40.774,1999,9,17,19,50,5.0,4.6,9.7
29.225,40.599,1999,9,18,0,48,26.0,4.8,9.3
30.481,40.691,1999,9,19,20,26,36.0,4.4,5.6
25.806,40.585,1999,9,20,2,26,14.22,3.82,14.0
27.616,40.618,1999,9,20,21,28,2.0,4.9,18.0
27.583,40.762,1999,9,21,1,9,16.05,3.8,12.6
27.545,40.751,1999,9,21,12,46,19.24,3.6,10.0
30.528,40.643,1999,9,22,5,1,54.88,3.7,5.0
29.35,40.74,1999,9,29,0,13,5.6,5.19,10.0
29.87,40.798,1999,10,5,4,10,3.45,3.7,18.0
30.905,40.889,1999,10,5,8,14,39.3,4.0,40.0
26.949,40.446,1999,10,19,23,19,18.07,3.82,10.0
28.992,40.816,1999,10,20,23,8,21.0,4.9,10.0
25.719,40.435,1999,11,3,0,3,16.18,3.82,5.0
30.016,40.745,1999,11,7,9,6,13.81,3.7,16.0
30.154,40.76,1999,11,7,11,15,34.87,4.0,5.9
30.73,40.69,1999,11,7,16,54,41.7,4.97,10.0
30.682,40.754,1999,11,7,17,6,6.0,4.4,5.2
30.645,40.724,1999,11,8,11,59,45.0,4.1,8.2
30.27,40.74,1999,11,11,14,41,25.6,5.67,22.0
30.208,40.804,1999,11,11,14,55,25.0,4.1,2.5
31.2,40.8,1999,11,12,16,57,0.0,7.1,7.6
31.628,40.777,1999,11,12,17,9,18.0,4.5,10.0
31.03,40.785,1999,11,12,17,16,51.0,4.9,7.6
31.139,40.78,1999,11,12,17,17,58.0,5.4,8.4
31.127,40.782,1999,11,12,17,22,56.0,4.8,9.9
31.544,40.716,1999,11,12,17,26,15.0,4.6,3.4
31.516,40.723,1999,11,12,17,29,32.0,5.2,6.0
31.009,40.805,1999,11,12,17,46,58.0,4.7,8.6
31.647,40.859,1999,11,12,17,57,3.0,4.1,10.0
30.694,40.64,1999,11,12,18,4,51.0,4.1,33.0
31.232,40.769,1999,11,12,18,7,52.0,4.4,10.0
31.519,40.89,1999,11,12,18,10,16.0,4.1,38.4
31.355,40.779,1999,11,12,18,14,33.0,4.8,11.1
31.07,40.797,1999,11,12,18,23,51.0,4.1,1.3
31.666,40.837,1999,11,12,18,31,58.42,3.8,28.8
31.421,41.112,1999,11,12,18,42,39.88,4.8,56.0
31.398,40.848,1999,11,12,18,46,53.99,4.0,17.0
31.338,40.683,1999,11,12,19,5,49.0,4.3,18.8
